emotion,file_name,text,word_count
Anger,ANG_018_IG_processed.txt,bala omar 6 6 cek kesiapan ghibir ke sebelum lawan jepang itu panjang oke itu bagus jadi kamu bisa berni dengan gini lanjut cek sisi tv baru di g bekah kalau yang aku gharuda id kita nambah 103 cctv jadi nanti gharuda id plus cctv baya jaga kebocoran tiket bukan karena komersial tapi ini karena keselamat viva ifc tadi saya jakat temu mereka melihat kita siap yang penting kita kasih lihat ke mereka kita bukan bangsa yang terbelakang,78
Anger,ANG_019_IG_processed.txt,betal acne patch viral yang harganya murah meriah ever pure vs therma angel dari segi harga untuk punya dharma angel di harga rp 31 000 untuk 12 patches dan kan punya ever pure di harga rp 90 000 untuk 22 patches dan kedua nya sama sama tipis banget nah untuk kemampuan mengangkat jerawatnya kalau punya ever pure dipakai sekali aja itu beneran ngangkat jerawat sampai ke akar akar dan jerawatnya itu ga muncul lagi sedangkan punya dharma angel dia tuh masih ninggalin di sejerawat jadi menurut aku perlu pakai beberapa kali supaya hasil itu lebih maksimal jadi kalian teringin cobain sama mana,102
Anger,ANG_020_IG_processed.txt,enak dan viral donat artis ini lagi rame banget di review nih ada yang bilang lembut ada juga yang bilang kayak odading dari pada pusing mikirinnya mending kita cari tahu aja yuk berapa sih kalori donut satu donut kecil aja ternyata mengandung 60 kalori loh apalagi donut berukuran besar kalorinya lebih tinggi sekitar 174 kalori itupun donut yang belum dikasih topping ya beda lagi kalau donutnya udah dikasih meses atau gula halus total kalorinya bisa mencapai 80 kalori donut kecil dan 194 kalori donut besar nih karena donut terbuat dari tepung dan digoreng pakai minyak jadinya bikin tinggi lemak jenuh dan gula darah naik akibatnya bikin cepat lapar dan beben naik deh nah makanya sobal saya makan donut secukupnya aja ya jangan lupa diikuti olahraga biar nggak obesitas jadi ada yang udah beli donut viral ini bagi reviewnya di komentar ya,141
Anger,ANG_021_IG_processed.txt,telah meninggal dunia musisi hebat indonesia gusti irawan weibowo pada minggu 15 juni 2025 di usianya yang 25 tahun beliau ditemukan meninggal di kamar mandi yang diduga karena hipertensi hingga serangan jantung hipertensi memang sebagai salah satu faktor penyebab penyakit jantung koronair yang disebabkan karena tekanan darah tinggi membuat otot jantung menebal dan kaku sehingga jantung kesulitan memompad darah penyakit ini juga bisa menyebabkan arteri yang mengelilingi jantung mengeras yang bisa memicu timbulnya serangan jantung kalau kamu mengalami sesak napas nyaridadan dan berkeringat walaupun tidak banyak beraktifitas hati hati gejala tersebut bisa menjari tanda kamu kena serangan jantung gak mau terjadikan kamu bisa mencegahnya dengan mengurangi garam pola makan sehat tidak merokok dan rutin olahraga sekali lagi turut berduka cita atas meninggalnya musisi gusti wip,125
Anger,ANG_022_IG_processed.txt,ya kita akat jadi brand honor sebenernya kalau lo ngomong orang pinter banget juga engga tapi yang bener bener bisa ngadepin masalah gak gampang stress terus dikasih inputan tuh didengerin customer begitu ada komplain apa segala macem responnya tuh bagus apakah ada benang merahnya dari segi background misalnya ini oh ini rata rata sekolahnya top schools atau gak oh ini rata rata ipknya tinggi tahan terhadap tekanan itu benang merahnya gak gampang stress skill set yang kita butuhin adalah menemukan solusi dari masalah setiap hari kan ada masalah semua bisnis kan pasti ada masalah nah dia bisa nyari solusinya bukan stress ada kan orang yang terima masalah wah gue stress gak sanggup wah gue stress gak sanggup nah itu udah pasti gak mungkin bisa jadi bukan orang pinter tuh tapi orang yang tahan terhadap masalah,135
Anger,ANG_023_IG_processed.txt,kira kira apakah tommy itu ada sebuah regret ya tau gitu gua dulu ngajari menteri ngapain gua jadi menteri gitu beliau adalah ngusaha beliau adalah lulusan harvard saya tuh selalu ngerasa harusnya orang orang yang pinter orang orang yang memiliki track record itu harus masuk ke pemerintahan supaya bisa berkontribusi gitu memperbaiki sistemnya tommy itu tidak ada regret tidak ada regret dari mulai awal lingkungannya tau jadi ini salah satu yang paling konservatif tidak mau ambil sesuatu yang berisiko yang tidak perlu semuanya adalah kalkulasi risiko maka terbangun reputasi sebagai orang yang berintegritas orang yang bersih orang yang menyampaikan apa adanya kalau dia tidak konservatif dia udah bangga kali salah satu paling ngeraksaksa hari ini di antara private equity fund ketika dia dilundang untuk menjadi menteri perdagangan speech writer untuk bapak presiden lalu akhirnya beliau di bkpm menurut itu semua dikerjakan sebuah bagian republic service bukan karena punya partai karena kompetensi gak ada tuh sambungin sama perusahaannya jadi kalau ditanya buat in it for me dia gak ada in it for me dia lepas tuh baju korporasinya dia menjadi birokrasi kemudian ketika ini terjadi semua yang muncul itu pernyataan justru jangan berhenti mencinta indonesia itu ketadiah jangan lelah mencinta indonesia cintailah indonesia tanpa sarat,204
Anger,ANG_024_IG_processed.txt,apakah memang seperti banyak orang membuat youtuber untuk konten untuk cari cuan mungkin bisa dibilang saya salah satu orang yang paling sering ngerifanin orang ngerifanin perusahaan misalnya ada salah satu bank yang terbesar dia sempet pengen endorse selalu dikasih soe scope of work itu scope of work adalah dia pengen bilang dia itu perusahaan yang aman udah ada perlindungan dari instansi ini ini saya bilang saya nggak bisa saya bilang perusahaan yang terbesar pun yang mau warna biru mau warna kuning itu bisa bangkrut semua kita lihat dari credit suisse kita lihat dari mana pun gitu gak ada perusahaan ini yang aman gitu ini kalau misalnya untuk finance influencer ya kita harus mendapatkan income utama itu dari bisnis kita baru kita boleh menjadi bukan dari bisnis youtube ini bukan dari bisnis podcast nah gimana kalau misalnya saya itu hidup dan mati dari konten saya ini akan tergantung dari konten ini dari endorsean ini untuk barely strict saya akhirnya pasti harus kompromis dari segi integritas kita boleh dapting cuan tapi ada batasnya kita nggak boleh lakukan apa pun untuk mengambil semuanya,180
Anger,ANG_025_IG_processed.txt,kenapa aksi premanisme ini masih bisa terjadi sampai tahun 2025 iya kalau diterusuri sebabnya tentu banyak antara lain karena memang ada yang memeliharah maksudnya pelihara itu apa pake untungnya apa buat orang yang mempelihara ormasi itu untungnya apa sumber dana bisa kelompok preman yang terorganisir itu kan suka melindungi pembalakan pembalakan hutan dan sebagainya tanah tanah kosong diambil oleh preman nanti yang melindungi ini dapat atau yang membuatkan proses proses itu dapat berarti itu ada sektor sampai atas bisa jadi bisa jadi sektor bisa jadi dijadikan bodi misalnya sebuah organisasi yang tijajulas punya gedung sukihan banyak menyitatan sukihan banyak punya motor sukihan banyak dari mana mesti bekerja secara gelap karena itu tidak ada pajaknya tidak ada laporannya harus dangan gelap sehingga kemarin disita oleh kpk ini yang harus diselesaikan menurut saya tidak karena kepentingan politik kesehat atau karena orang apas gitu kita wapas preman udah nggak punya lagi cantolan sidia lah politik habis patternnya sudah tidak mengakutkan politik diambil kan itu namanya orang apas gitu sementara yang merasa punya cantolan oh saya temennya pejabat ini saya bisa menentukan pejabat ini dan seterusnya gitu itu yang sekarang menjadi masalah kita,189
Anger,ANG_026_IG_processed.txt,menjelaskan bahwa teori teori konspirasi itu menjadi laku di masyarakat menjadi akrab di masyarakat itu bukan karena bukan karena teori itu terpercaya tapi karena orang yang menyimaknya memang membutuhkan itu untuk menanangkan jiwanya atau yang menjelaskan memang juga bercerita bukan bukan maksudnya gini teori konspirasi itu ya kalau itu tentu saja ya jadi teori konspirasi itu penjelasannya itu memang sangat luar biasa sangat bagus sehingga menarik perhatian banyak orang gitu ya memang cuman maksudnya gini teori konspirasi bisa diterima oleh banyak orang karena orang orang yang dikalahkan itu butuh butuh morfin atau apa namanya butuh pemenaran dalam pikirannya gitu ya yang menenangkan kekalahannya gitu jadi sering diungkapkan misalkan waduh kenapa kamu muslimin sekarang kalah oh ini konspirasi yahudi wah kenapa sih indonesia yang gak maju maju ya karena negara negara barat berusaha untuk menghancurkan ekonomi indonesia dalam sebagainya nah jadi teori teori itu akan membuat kita tuh tenang gitu jadi kita tuh tidak lagi resah ternyata selama ini kita dibohongin oleh para ilmuwan bahwa bumi itu sebenarnya datar dan sebagainya ini kan bagi kelompok kelompok yang tidak diterima secara akademik,180
Anger,ANG_027_IG_processed.txt,sekarang lagi banyak keluar kayak komen komen jawa sama dengan hama itu di tik tok banyak banget yang komen komen jawa sama dengan hama jawa sama dengan hama kenapa kira kira orang indonesia berlainan lagi benci sama orang jawa ya lebih kiri sih sebenarnya orang jawa tuh ada di mana mana bukan hanya ada di mana mana dalam konteks wilayah area tapi ada di mana mana di semua struktur dan bagian stratifikasi masyarakat jadi kalau misalkan batak tuh kita menonjolnya di pengacara gitu benar benar atau misalkan kalau china tuh pengusaha gitu nah kalau jawa tuh dari tukang cendol sampai pejabat tuh ada semua orang jawa benar lagi bahkan presidennya orang jawa terus ya presidennya orang jawa bahkan suku paling banyak yang ada di sumater itu jawa serius ini serius coba aja jadi ampun banyak banget si orang jawa kalau dagang bisa jadi tukang basu bisa jadi konten kreator bisa gitu ada di semua profesi ada di sebuah linie dan semua wilayah di indonesia coba bayangkan kalau misalkan kalian tuh satu suku terus suku itu suku yang di kalahkan pasti ada rasa iri ada rasa jengkel sekaligus juga ada kebencian terhadap nih orang pendatang tapi gimana sih bahkan di orang sunda pun dulu tuh ada istilah jawa koek paling apa datang koek tadi aku jadi dulu orang orang jawa tuh datang pas setelah jaman belanda itu kan pindah ke jawa barat ke bandung jadi bandung itu ada sebuah stasiun di stasiun kera chondong pada turun di situ orang orang jawa itu karena malam hari jadi mereka tuh cari tempat menghinap jadi warga lokal tuh diketokin boleh isir hati sini gak numpang saya bayar lah apa segala rupa gitu nah jadi kata orang sunda jawa koek paling apa datang koek tadi aku jadi datangnya malem malem pas gelap gitu sebenarnya tidak diharapkan tidak diundang tapi datang juga ya sudahlah gitu yang jadi masalah adalah ketika ada fenomena yang berkelanjutan dimana ya bener sih jawa tuh menang lagi menang lagi pihak pihak yang kalah ini merasa iri merasa dengki inferior dan gak ada tempat menghindari gitu misalkan gini saya benci sama jawa misalkan ya saya benci saya gak mau liat dia nah di situ juga ada jawa gak mau gak ada jawa juga gitu jadi kemanapun matah memandang ada jawa jadi bukan cuma jawa itu sebagai episode ekonomi indonesia kan dia 60 pdb kan dari jawa tapi emang dari mentalnya juga harus ya tahan banting orang jawa itu secara budayanya memang memiliki kemampuan untuk beradaptasi dimanapun dan menempatkan posisinya dalam hirarki apapun orang jawa tuh pas jadi kuli dia dipuji puji karena apa karena menempatkan dirinya sebagai kuli disuruh suruh iya iya sabar dimarahin tuh masih sabar gak pulang kampung orang jawa tuh,451
Anger,ANG_029_IG_processed.txt,nikkel di indonesia itu kotor merusak alam merusak lingkungan bukan hanya yang di papua kejadiannya tambang tambang di indonesia itu asli kotor yang di halmahera kotor luar biasa yang di sulawesi kotor luar biasa itu udah kejadian hari hari sebelumnya cuman tidak viral contoh tambang yang bersih tuh ya gimana sih guru jadinya kan nggak enggak lah indonesia kotor saya jadi membayangkan yang dikatakan bersih tuh yang gimana ada nggak sih tambang itu nggak bisa 100 bersih tambang itu nggak bisa tapi setidaknya bisa dikalkalisir ke kotorannya itu jadi misalkan gini lah kalau di indonesia kalau misalkan freeport itu atau freeport itu di tengah gitu ya saya mau bukaan freeport menuduh gimana gitu cuman freeport itu kan di tengah gunung nah kalau misalkan kotor itu dari atas gunung kerusakan lingkungan fat parah kemudian masuk sungai sampai ke lautan merkuri ada di mana mana kemudian lembal ada di mana mana nah itu kotor nah diharapkan minimal kalau ada ke kotoran kerusakan lingkungan ya ada di situnya aja nanti kalau misalkan ada sisa lembah lembanya diolah diolah diolah diolah sampai berapa kali ini sampai dialirkan kesungainya itu udah bersih udah aman gitu kan nah seharusnya gitu itu yang diharapkan tuh begitu tapi ada kendala kalau pulau itu terlalu kecil kan kalau pulaunya kecil penambangannya di situ gimana cara mengolahnya dan mengisolir itu dari lautan gak bisa ini konteks pulau gak gitu nah pulau pulau yang ada di raja ampat itu yang jadi penambangan ikhale itu kecil kecil semua sehingga tidak boleh makanya kan ada peraturan di amdal itu kalau kecil ukurannya sekian ratus nanti ada itunya detailnya itu gak boleh digunakan penambangan karena tidak bisa mengisolasi kerusakan lingkungan,276
Anger,ANG_030_IG_processed.txt,karena itu sekitar paksa orang itu supaya comply terhadap ketentuan kau udah bayar pajak belum kau udah bayar royalti belum tadi yang dibilangkan oleh setok tadi itu dengan sistem lebih jauh lagi nanti karena pilar ke 3 ya kamu ngurus paspormu gak bisa karena kamu belum bayar pajak kamu gak bisa nanti kalau lebih jauh lagi kamu memperbarui jinmu di apa gak bisa karena kamu belum bayar ini jadi semua ngerti dan memang ini membuat indonesia itu betul betul transparan kedepan dengan mesin karena ai itu artificial intelligent dengan big data yang kita punya yang sedang dibangun terus ini itu akan membuat indonesia nih apa apa perempah tadi yang dibilang pak dede benar tidak mudah juga kementerian kewangan dirijen pajak itu nah kita bantu ini dengan program ini nah program ini saya pikir kita akan lihat hasilnya dalam 1 tahun ke depan mulai bertahap dan itu akan saya kira membuat game changer apa jadi game changer buat negeri ini hanya minta sekali lagi dukungan anda dan semua masyarakat indonesia ayo kita ramer ramer apa yang dukundan patuh terhadap keentuan karena nanti ada mantan mantan pejabat juga yang tidak patuh akan ketawan ya akan ketawan jadi kalau misalnya saya mantan pejabat saya menyembunyikan sesuatu pasti akan ketawan kalau dah dulu dia paling berkuasa tidak ada urusan nanti kalau akan bisa lihat orang akan bisa google kamu nanti kalau kamu tuh membuat sesuatu yang tidak benar jadi akan membuat indonesia menurut saya hebat ke depan,243
Anger,ANG_031_IG_processed.txt,makanya orang yang gak pernah di pemerintahan itu gak usah banyak omong tidak gampang ngerjakan anda kan juga merasakan sebagai bupati sama gubernur omong kritik gampang aja lu masuk di dalam baru tau lu kalau lu kerja main main ya ketangkapan otet itu kau jadi ini saya sampaikan gak usah banyak omong lah dia pikir gampang emang kalau dia pernah menjabat di pemerintahan dulu kita tanya apa yang kau buat selama kau menjabat itu,74
Anger,ANG_032_GD_processed.txt,ini berapa jenis makanan tugas yang teman teman yang pertama yang berlaku jangan lihat dulu komposisinya jangan lihat komposisinya di belakang ini lihat aja mereknya lihat merek teman teman tulis apakah ini termasuk makanan sehat atau tidak habis itu yang ketua setelah teman teman tulis teman teman di belakang komposisinya di belakang ngutip di ingredients beritahu bagaimana ingredient di sini tulis berapa jenis ingredients di dalam makanan ini setelah itu yang ketiga teman teman tulis apakah ini termasuk makanan sehat atau tidak oke saya akan mengembangkan ini,87
Anger,ANG_033_GD_processed.txt,bagaimana indonesia hanya menghubungi flag satu satunya menjadi sebuah protes yang berdasarkan kemampuan mereka well it s august maksudnya sebuah bulan yang berguna di indonesia dan seperti tradisi biasanya orang orang akan menghubungi flag satu satunya di setiap tempat tapi tahun ini apabila beberapa orang tidak berguna untuk menghubungi flag satu satunya dari keputusan untuk kemampuan mereka bukan itu mereka menghubungi flag satu satunya jolly roger yang menginspirasi trend yang sudah berlaku di indonesia di media sosial untuk ini penyelidikan penyelidikan untuk kemampuan dan kemampuan kemampuan itu mengatakan bahwa itu terlalu tergantung dan mengundangkan kemampuan indonesia dan menyebabkan kemampuan kemampuan yang mungkin tidak bisa dilakukan pertama goltar yang lain bahkan bahwa ini bisa dikira sebagai tergantung selain itu menurut beberapa media analisis ini ini satu satunya trend yang berguna di setiap tempatan pada akhir jolly itu sebuah kemampuan yang terlalu tergantung jadi tidak ada kemampuan politik itu hanya orang orang yang satu satunya meminta sebuah penyelidikan kemampuan mereka jadi yang mungkin terjadi adalah sebuah trend tergantung satu atau dua orang berguna sebagai ekspresi politik mereka tergantung oleh media pada cerita itu dikeluarkan dan kemampuan itu mengambilnya serius sekarang itu dikeluarkan dari perporsihan dan jokannya menulis tapi lagi satu satunya itu selalu tergantung politik mari kita berbicara ini berbicara banyak tentang jika dan freerimu dan flag itu sebenarnya mengambilkan sebuah freerimu yang meminta definisi negara states dari baik dan evil menurut saya freerimu meminta banyak jenis dari tiran dan bisa diperlihat sebagai sebuah symbol jenis satu bagian itu berbicara dengan banyak subject politik seperti rasisme nationalism kemampuan erosi dari cerita persetujungan dari kemampuan dan saya berarti jika suara itu tergantung dan mari kita berbicara fiktion selalu dipergantung sebagai sebuah form medium untuk menginginkan resistansi dan protes di dunia dari layma itu adalah pakaian kemampuan untuk fendeta kemampuan dari perangkat hunger dan apabila sekarang sebuah flag satu bukan hanya itu fandom juga telah bermain sebuah rumput aktif di perjalanan selama dunia termasuk indonesia indonesia sendiri adalah rumah untuk sebuah komunitas yang besar dan fandom termasuk satu calon tentu saja dan sudah menggunakan top anime untuk menggantungkan kemampuan mereka ke perjalanan untuk menggantung politik dan menggantung politik mereka menggantung dan menggantung di negara mereka berbeda dengan kultur dan komunitas lebih besar dengan kultur pop kultur meme internet media sosial dan dunia fandom itu memaham itu bergantung dan itu adalah politik literasi politik bukan saja yang menyebutnya yang lebih berkenaan dari selanjutnya mungkin kemampuan tidak akan dilatih tapi akan dikunci klip stream dan kucing pertama kemampuan harus mengerti bahwa mengemarkan kemampuan ini tidak akan melakukan apa apa tapi akan melampau karena tidak dapat menghentikan kultur bukan sebab bermain berbicara mungkin kemampuan harus mengambil kota yang panjang untuk mengapa beberapa orang menggantung untuk menggantung flag indonesia pada hari yang berbeda karena apabila orang yang membuat hal ini saya suka meme indonesia adalah kesilapan mungkin sesuatu yang pasti salah karena peng,475
Anger,ANG_034_GD_processed.txt,hati hati konsumsi produk turunan susu yang satu ini yaitu butter kita udah tau kalau produk produk hewan itu kurang bagus terutama butter kenapa karena itu tinggi dengan saturated fat lemang cennuh itu bisa ngasih kita serangan jantung dan semua penyakit metabolik ini gua mau share satu studi yang terbaru yang dipublish the european journal of clinical nutrition dan mereka tuh melihat di data di 2 ribu orang ya mereka bukan cuma ngelihat di konsumsi butter tapi mereka juga membantikan dengan konsumsi margarin di orang orang ini 2000 orang ya bukan cuma dari yang mereka konsumsi mereka juga ngecek serum darahnya untuk hdl triglycerida persentas lemat di dalam badannya dan rasio triglycerida dan hdl ternyata orang orang yang konsumsi butter mereka itu resiko kena serangan jantung dan tipe 2 diabetesnya terasositi di turun malahan dengan konsumsi butter malahnya yang konsumsi margarin yang plant based fat ya fat itu malah naik resiko mereka kena serangan jantung penyakit jantung dan tipe 2 diabetes karena kemungkinan margarin itu tinggi di trans fat jadi apa bahayanya konsumsi produk turunan susu butter yang tinggi dengan lemang cennuh bahayanya adalah bagi orang orang yang gak nonton video ini habis selesai,194
Anger,ANG_035_GD_processed.txt,masa kesalahan yang sering dilakukan oleh orang orang yang di atas umurnya 40 tahun atau 50 tahun untukannya semakin tua kita biasanya kurang gerak kalau kita gerak biasanya kesalahannya yaitu adalah kecendungannya lebih banyak kardio dibandingkan dengan latihan beban padahal latihan beban menjadi prioritas semakin kita menuadah,47
